split,fname,cell_count
train,Part_2_1453_pathology_bladder_inflammatory+cells.png,4
train,Part_2_1453_pathology_bladder_connective+tissue+cells.png,10
test,Part_2_1454_pathology_bladder_neoplastic+cells.png,19
test,Part_2_1454_pathology_bladder_inflammatory+cells.png,1
test,Part_2_1454_pathology_bladder_connective+tissue+cells.png,4
train,Part_2_1455_pathology_bladder_neoplastic+cells.png,15
train,Part_2_1455_pathology_bladder_connective+tissue+cells.png,10
train,Part_2_1456_pathology_bladder_neoplastic+cells.png,22
train,Part_2_1456_pathology_bladder_inflammatory+cells.png,2
train,Part_2_1456_pathology_bladder_connective+tissue+cells.png,2
train,Part_2_1457_pathology_bladder_neoplastic+cells.png,20
train,Part_2_1457_pathology_bladder_connective+tissue+cells.png,3
train,Part_2_1458_pathology_bladder_neoplastic+cells.png,7
train,Part_2_1458_pathology_bladder_inflammatory+cells.png,1
train,Part_2_1458_pathology_bladder_connective+tissue+cells.png,23
train,Part_2_1459_pathology_bladder_neoplastic+cells.png,20
train,Part_2_1459_pathology_bladder_inflammatory+cells.png,1
train,Part_2_1459_pathology_bladder_connective+tissue+cells.png,2
train,Part_2_1460_pathology_bladder_connective+tissue+cells.png,19
train,Part_2_1461_pathology_bladder_inflammatory+cells.png,4
train,Part_2_1461_pathology_bladder_connective+tissue+cells.png,31
test,Part_2_1462_pathology_bladder_neoplastic+cells.png,9
test,Part_2_1462_pathology_bladder_inflammatory+cells.png,5
test,Part_2_1462_pathology_bladder_connective+tissue+cells.png,23
train,Part_2_1463_pathology_bladder_inflammatory+cells.png,3
train,Part_2_1463_pathology_bladder_connective+tissue+cells.png,28
train,Part_2_1464_pathology_bladder_inflammatory+cells.png,3
train,Part_2_1464_pathology_bladder_connective+tissue+cells.png,23
train,Part_2_1465_pathology_bladder_inflammatory+cells.png,8
train,Part_2_1465_pathology_bladder_connective+tissue+cells.png,22
train,Part_2_1466_pathology_bladder_inflammatory+cells.png,3
train,Part_2_1466_pathology_bladder_connective+tissue+cells.png,6
train,Part_2_1467_pathology_bladder_inflammatory+cells.png,1
train,Part_2_1467_pathology_bladder_connective+tissue+cells.png,17
train,Part_2_1468_pathology_bladder_inflammatory+cells.png,8
train,Part_2_1468_pathology_bladder_connective+tissue+cells.png,19
train,Part_2_1469_pathology_bladder_inflammatory+cells.png,4
train,Part_2_1469_pathology_bladder_connective+tissue+cells.png,12
train,Part_2_1479_pathology_bladder_inflammatory+cells.png,2
train,Part_2_1479_pathology_bladder_connective+tissue+cells.png,12
train,Part_2_1480_pathology_bladder_connective+tissue+cells.png,23
test,Part_2_1481_pathology_bladder_connective+tissue+cells.png,22
train,Part_2_1482_pathology_bladder_inflammatory+cells.png,1
train,Part_2_1482_pathology_bladder_connective+tissue+cells.png,21
train,Part_2_1483_pathology_bladder_inflammatory+cells.png,1
train,Part_2_1483_pathology_bladder_connective+tissue+cells.png,20
train,Part_2_1484_pathology_bladder_connective+tissue+cells.png,15
train,Part_2_1485_pathology_bladder_inflammatory+cells.png,2
train,Part_2_1485_pathology_bladder_connective+tissue+cells.png,14
train,Part_2_1486_pathology_bladder_inflammatory+cells.png,1
train,Part_2_1486_pathology_bladder_connective+tissue+cells.png,27
train,Part_2_1487_pathology_bladder_inflammatory+cells.png,2
train,Part_2_1487_pathology_bladder_connective+tissue+cells.png,20
train,Part_2_1488_pathology_bladder_neoplastic+cells.png,23
train,Part_2_1489_pathology_bladder_neoplastic+cells.png,7
train,Part_2_1489_pathology_bladder_inflammatory+cells.png,2
train,Part_2_1489_pathology_bladder_connective+tissue+cells.png,14
train,Part_2_1490_pathology_bladder_neoplastic+cells.png,1
train,Part_2_1490_pathology_bladder_inflammatory+cells.png,2
train,Part_2_1490_pathology_bladder_connective+tissue+cells.png,29
train,Part_2_1491_pathology_bladder_inflammatory+cells.png,6
train,Part_2_1491_pathology_bladder_connective+tissue+cells.png,29
train,Part_2_1492_pathology_bladder_inflammatory+cells.png,4
train,Part_2_1492_pathology_bladder_connective+tissue+cells.png,38
train,Part_2_1493_pathology_bladder_neoplastic+cells.png,30
train,Part_2_1494_pathology_bladder_neoplastic+cells.png,10
train,Part_2_1494_pathology_bladder_inflammatory+cells.png,3
train,Part_2_1494_pathology_bladder_connective+tissue+cells.png,29
train,Part_2_1495_pathology_bladder_neoplastic+cells.png,34
train,Part_2_1495_pathology_bladder_inflammatory+cells.png,1
train,Part_2_1496_pathology_bladder_neoplastic+cells.png,30
train,Part_2_1497_pathology_bladder_neoplastic+cells.png,26
train,Part_2_1497_pathology_bladder_connective+tissue+cells.png,2
train,Part_2_1498_pathology_bladder_neoplastic+cells.png,17
train,Part_2_1498_pathology_bladder_connective+tissue+cells.png,10
test,Part_2_1499_pathology_bladder_neoplastic+cells.png,30
test,Part_2_1500_pathology_bladder_neoplastic+cells.png,23
test,Part_2_1500_pathology_bladder_connective+tissue+cells.png,8
train,Part_2_1501_pathology_bladder_neoplastic+cells.png,16
train,Part_2_1501_pathology_bladder_inflammatory+cells.png,5
train,Part_2_1501_pathology_bladder_connective+tissue+cells.png,17
train,Part_2_1502_pathology_bladder_neoplastic+cells.png,27
train,Part_2_1502_pathology_bladder_inflammatory+cells.png,1
train,Part_2_1502_pathology_bladder_connective+tissue+cells.png,4
train,Part_2_1503_pathology_bladder_neoplastic+cells.png,28
test,Part_2_1504_pathology_breast_connective+tissue+cells.png,3
train,Part_2_1505_pathology_breast_connective+tissue+cells.png,2
train,Part_2_1506_pathology_breast_connective+tissue+cells.png,7
train,Part_2_1507_pathology_breast_inflammatory+cells.png,9
train,Part_2_1507_pathology_breast_connective+tissue+cells.png,18
train,Part_2_1508_pathology_breast_neoplastic+cells.png,11
train,Part_2_1508_pathology_breast_inflammatory+cells.png,4
train,Part_2_1508_pathology_breast_connective+tissue+cells.png,4
train,Part_2_1509_pathology_breast_neoplastic+cells.png,14
train,Part_2_1509_pathology_breast_inflammatory+cells.png,2
train,Part_2_1509_pathology_breast_connective+tissue+cells.png,1
train,Part_2_1510_pathology_breast_neoplastic+cells.png,14
train,Part_2_1510_pathology_breast_inflammatory+cells.png,3
train,Part_2_1510_pathology_breast_connective+tissue+cells.png,3
train,Part_2_1511_pathology_breast_neoplastic+cells.png,10
train,Part_2_1511_pathology_breast_inflammatory+cells.png,1
train,Part_2_1511_pathology_breast_connective+tissue+cells.png,11
train,Part_2_1512_pathology_breast_neoplastic+cells.png,23
train,Part_2_1512_pathology_breast_inflammatory+cells.png,2
train,Part_2_1512_pathology_breast_connective+tissue+cells.png,4
train,Part_2_1513_pathology_breast_neoplastic+cells.png,13
train,Part_2_1513_pathology_breast_inflammatory+cells.png,3
train,Part_2_1513_pathology_breast_connective+tissue+cells.png,4
test,Part_2_1514_pathology_breast_neoplastic+cells.png,1
test,Part_2_1514_pathology_breast_connective+tissue+cells.png,8
test,Part_2_1515_pathology_breast_neoplastic+cells.png,36
test,Part_2_1515_pathology_breast_connective+tissue+cells.png,6
train,Part_2_1516_pathology_breast_neoplastic+cells.png,44
train,Part_2_1516_pathology_breast_inflammatory+cells.png,1
train,Part_2_1516_pathology_breast_connective+tissue+cells.png,1
train,Part_2_1517_pathology_breast_neoplastic+cells.png,8
train,Part_2_1517_pathology_breast_inflammatory+cells.png,7
train,Part_2_1517_pathology_breast_connective+tissue+cells.png,8
train,Part_2_1518_pathology_breast_neoplastic+cells.png,25
train,Part_2_1519_pathology_breast_inflammatory+cells.png,1
train,Part_2_1519_pathology_breast_connective+tissue+cells.png,2
train,Part_2_1520_pathology_breast_inflammatory+cells.png,1
train,Part_2_1521_pathology_breast_connective+tissue+cells.png,1
train,Part_2_1522_pathology_breast_inflammatory+cells.png,1
train,Part_2_1523_pathology_breast_inflammatory+cells.png,2
train,Part_2_1523_pathology_breast_connective+tissue+cells.png,3
train,Part_2_1525_pathology_breast_inflammatory+cells.png,1
train,Part_2_1525_pathology_breast_connective+tissue+cells.png,3
train,Part_2_1527_pathology_breast_neoplastic+cells.png,15
train,Part_2_1527_pathology_breast_inflammatory+cells.png,1
test,Part_2_1528_pathology_breast_neoplastic+cells.png,14
test,Part_2_1528_pathology_breast_connective+tissue+cells.png,1
train,Part_2_1529_pathology_breast_neoplastic+cells.png,21
train,Part_2_1530_pathology_breast_neoplastic+cells.png,14
train,Part_2_1531_pathology_breast_neoplastic+cells.png,21
test,Part_2_1532_pathology_breast_inflammatory+cells.png,2
test,Part_2_1532_pathology_breast_connective+tissue+cells.png,8
test,Part_2_1533_pathology_breast_connective+tissue+cells.png,6
train,Part_2_1534_pathology_breast_connective+tissue+cells.png,10
test,Part_2_1535_pathology_breast_connective+tissue+cells.png,5
test,Part_2_1536_pathology_breast_inflammatory+cells.png,1
test,Part_2_1536_pathology_breast_connective+tissue+cells.png,6
test,Part_2_1537_pathology_breast_connective+tissue+cells.png,7
train,Part_2_1547_pathology_breast_neoplastic+cells.png,82
train,Part_2_1547_pathology_breast_connective+tissue+cells.png,1
test,Part_2_1548_pathology_breast_neoplastic+cells.png,80
test,Part_2_1548_pathology_breast_connective+tissue+cells.png,4
train,Part_2_1549_pathology_breast_neoplastic+cells.png,88
train,Part_2_1549_pathology_breast_inflammatory+cells.png,3
train,Part_2_1549_pathology_breast_connective+tissue+cells.png,3
train,Part_2_1550_pathology_breast_neoplastic+cells.png,84
train,Part_2_1550_pathology_breast_inflammatory+cells.png,2
train,Part_2_1550_pathology_breast_connective+tissue+cells.png,6
train,Part_2_1551_pathology_breast_neoplastic+cells.png,52
train,Part_2_1551_pathology_breast_connective+tissue+cells.png,12
train,Part_2_1552_pathology_breast_neoplastic+cells.png,89
train,Part_2_1552_pathology_breast_connective+tissue+cells.png,5
train,Part_2_1553_pathology_breast_neoplastic+cells.png,85
train,Part_2_1553_pathology_breast_inflammatory+cells.png,2
train,Part_2_1553_pathology_breast_connective+tissue+cells.png,7
train,Part_2_1554_pathology_breast_neoplastic+cells.png,26
train,Part_2_1554_pathology_breast_connective+tissue+cells.png,4
train,Part_2_1555_pathology_breast_neoplastic+cells.png,13
train,Part_2_1555_pathology_breast_connective+tissue+cells.png,11
train,Part_2_1556_pathology_breast_neoplastic+cells.png,12
train,Part_2_1556_pathology_breast_connective+tissue+cells.png,11
train,Part_2_1557_pathology_breast_neoplastic+cells.png,24
train,Part_2_1557_pathology_breast_connective+tissue+cells.png,2
test,Part_2_1561_pathology_cervix_neoplastic+cells.png,24
test,Part_2_1561_pathology_cervix_inflammatory+cells.png,4
train,Part_2_1562_pathology_cervix_neoplastic+cells.png,18
train,Part_2_1563_pathology_cervix_neoplastic+cells.png,32
train,Part_2_1564_pathology_cervix_connective+tissue+cells.png,6
train,Part_2_1565_pathology_cervix_inflammatory+cells.png,2
train,Part_2_1565_pathology_cervix_connective+tissue+cells.png,12
train,Part_2_1566_pathology_cervix_neoplastic+cells.png,2
train,Part_2_1566_pathology_cervix_inflammatory+cells.png,3
train,Part_2_1566_pathology_cervix_connective+tissue+cells.png,10
train,Part_2_1567_pathology_cervix_neoplastic+cells.png,9
train,Part_2_1567_pathology_cervix_inflammatory+cells.png,4
train,Part_2_1567_pathology_cervix_connective+tissue+cells.png,14
train,Part_2_1568_pathology_cervix_neoplastic+cells.png,25
train,Part_2_1568_pathology_cervix_inflammatory+cells.png,1
train,Part_2_1568_pathology_cervix_connective+tissue+cells.png,1
train,Part_2_1569_pathology_cervix_neoplastic+cells.png,25
train,Part_2_1569_pathology_cervix_inflammatory+cells.png,9
train,Part_2_1570_pathology_cervix_inflammatory+cells.png,33
train,Part_2_1570_pathology_cervix_connective+tissue+cells.png,35
train,Part_2_1571_pathology_cervix_neoplastic+cells.png,6
train,Part_2_1571_pathology_cervix_inflammatory+cells.png,29
train,Part_2_1571_pathology_cervix_connective+tissue+cells.png,11
train,Part_2_1572_pathology_cervix_neoplastic+cells.png,35
train,Part_2_1572_pathology_cervix_inflammatory+cells.png,1
test,Part_2_1573_pathology_cervix_neoplastic+cells.png,36
test,Part_2_1573_pathology_cervix_inflammatory+cells.png,3
train,Part_2_1574_pathology_cervix_neoplastic+cells.png,33
train,Part_2_1575_pathology_colon_epithelial+cells.png,9
train,Part_2_1576_pathology_colon_connective+tissue+cells.png,3
train,Part_2_1576_pathology_colon_epithelial+cells.png,19
test,Part_2_1577_pathology_colon_inflammatory+cells.png,2
test,Part_2_1577_pathology_colon_connective+tissue+cells.png,7
test,Part_2_1577_pathology_colon_epithelial+cells.png,14
train,Part_2_1578_pathology_colon_inflammatory+cells.png,6
train,Part_2_1578_pathology_colon_connective+tissue+cells.png,12
train,Part_2_1578_pathology_colon_epithelial+cells.png,9
train,Part_2_1579_pathology_colon_epithelial+cells.png,13
train,Part_2_1580_pathology_colon_inflammatory+cells.png,6
train,Part_2_1580_pathology_colon_connective+tissue+cells.png,7
train,Part_2_1580_pathology_colon_epithelial+cells.png,14
train,Part_2_1581_pathology_colon_inflammatory+cells.png,3
train,Part_2_1581_pathology_colon_connective+tissue+cells.png,4
train,Part_2_1581_pathology_colon_epithelial+cells.png,8
train,Part_2_1582_pathology_colon_epithelial+cells.png,6
train,Part_2_1583_pathology_colon_inflammatory+cells.png,3
train,Part_2_1583_pathology_colon_connective+tissue+cells.png,7
train,Part_2_1583_pathology_colon_epithelial+cells.png,6
train,Part_2_1584_pathology_colon_inflammatory+cells.png,2
train,Part_2_1584_pathology_colon_connective+tissue+cells.png,5
train,Part_2_1584_pathology_colon_epithelial+cells.png,10
train,Part_2_1585_pathology_colon_inflammatory+cells.png,6
train,Part_2_1585_pathology_colon_connective+tissue+cells.png,6
train,Part_2_1585_pathology_colon_epithelial+cells.png,9
test,Part_2_1586_pathology_colon_inflammatory+cells.png,5
test,Part_2_1586_pathology_colon_connective+tissue+cells.png,10
test,Part_2_1586_pathology_colon_epithelial+cells.png,10
test,Part_2_1587_pathology_colon_inflammatory+cells.png,10
test,Part_2_1587_pathology_colon_connective+tissue+cells.png,10
test,Part_2_1587_pathology_colon_epithelial+cells.png,10
train,Part_2_1588_pathology_colon_inflammatory+cells.png,6
train,Part_2_1588_pathology_colon_connective+tissue+cells.png,9
train,Part_2_1588_pathology_colon_epithelial+cells.png,11
test,Part_2_1589_pathology_colon_neoplastic+cells.png,1
test,Part_2_1589_pathology_colon_inflammatory+cells.png,1
test,Part_2_1589_pathology_colon_connective+tissue+cells.png,3
test,Part_2_1589_pathology_colon_epithelial+cells.png,20
train,Part_2_1590_pathology_colon_neoplastic+cells.png,17
train,Part_2_1590_pathology_colon_inflammatory+cells.png,14
train,Part_2_1590_pathology_colon_connective+tissue+cells.png,5
train,Part_2_1591_pathology_colon_inflammatory+cells.png,12
train,Part_2_1591_pathology_colon_connective+tissue+cells.png,4
train,Part_2_1591_pathology_colon_epithelial+cells.png,6
train,Part_2_1592_pathology_colon_inflammatory+cells.png,1
train,Part_2_1592_pathology_colon_epithelial+cells.png,6
train,Part_2_1593_pathology_colon_inflammatory+cells.png,4
train,Part_2_1593_pathology_colon_connective+tissue+cells.png,4
train,Part_2_1593_pathology_colon_epithelial+cells.png,12
train,Part_2_1594_pathology_colon_inflammatory+cells.png,9
train,Part_2_1594_pathology_colon_connective+tissue+cells.png,5
train,Part_2_1594_pathology_colon_epithelial+cells.png,11
train,Part_2_1595_pathology_colon_connective+tissue+cells.png,1
train,Part_2_1595_pathology_colon_epithelial+cells.png,8
test,Part_2_1596_pathology_colon_epithelial+cells.png,1
test,Part_2_1597_pathology_colon_neoplastic+cells.png,5
test,Part_2_1597_pathology_colon_inflammatory+cells.png,8
test,Part_2_1597_pathology_colon_connective+tissue+cells.png,4
test,Part_2_1597_pathology_colon_epithelial+cells.png,3
train,Part_2_1598_pathology_colon_inflammatory+cells.png,3
train,Part_2_1598_pathology_colon_connective+tissue+cells.png,1
train,Part_2_1598_pathology_colon_epithelial+cells.png,13
train,Part_2_1599_pathology_colon_inflammatory+cells.png,1
train,Part_2_1599_pathology_colon_connective+tissue+cells.png,5
train,Part_2_1599_pathology_colon_epithelial+cells.png,15
test,Part_2_1602_pathology_colon_inflammatory+cells.png,11
test,Part_2_1602_pathology_colon_connective+tissue+cells.png,13
test,Part_2_1602_pathology_colon_epithelial+cells.png,1
train,Part_2_1603_pathology_colon_inflammatory+cells.png,2
train,Part_2_1603_pathology_colon_epithelial+cells.png,7
test,Part_2_1604_pathology_colon_inflammatory+cells.png,3
test,Part_2_1604_pathology_colon_connective+tissue+cells.png,5
test,Part_2_1604_pathology_colon_dead+cells.png,2
test,Part_2_1604_pathology_colon_epithelial+cells.png,13
test,Part_2_1605_pathology_colon_inflammatory+cells.png,5
test,Part_2_1605_pathology_colon_connective+tissue+cells.png,2
test,Part_2_1605_pathology_colon_dead+cells.png,1
test,Part_2_1606_pathology_colon_inflammatory+cells.png,1
test,Part_2_1606_pathology_colon_dead+cells.png,1
test,Part_2_1606_pathology_colon_epithelial+cells.png,4
train,Part_2_1608_pathology_colon_neoplastic+cells.png,3
train,Part_2_1608_pathology_colon_inflammatory+cells.png,2
train,Part_2_1608_pathology_colon_connective+tissue+cells.png,4
train,Part_2_1608_pathology_colon_dead+cells.png,1
train,Part_2_1609_pathology_colon_inflammatory+cells.png,1
train,Part_2_1609_pathology_colon_connective+tissue+cells.png,7
train,Part_2_1609_pathology_colon_epithelial+cells.png,8
train,Part_2_1610_pathology_colon_inflammatory+cells.png,1
train,Part_2_1610_pathology_colon_connective+tissue+cells.png,6
train,Part_2_1610_pathology_colon_epithelial+cells.png,8
train,Part_2_1611_pathology_colon_connective+tissue+cells.png,10
train,Part_2_1611_pathology_colon_epithelial+cells.png,4
train,Part_2_1612_pathology_colon_connective+tissue+cells.png,5
train,Part_2_1612_pathology_colon_epithelial+cells.png,1
train,Part_2_1613_pathology_colon_connective+tissue+cells.png,4
train,Part_2_1613_pathology_colon_epithelial+cells.png,7
train,Part_2_1614_pathology_colon_epithelial+cells.png,8
train,Part_2_1615_pathology_colon_inflammatory+cells.png,1
train,Part_2_1615_pathology_colon_connective+tissue+cells.png,6
train,Part_2_1615_pathology_colon_epithelial+cells.png,7
train,Part_2_1616_pathology_colon_connective+tissue+cells.png,3
train,Part_2_1616_pathology_colon_epithelial+cells.png,10
train,Part_2_1617_pathology_colon_connective+tissue+cells.png,1
train,Part_2_1617_pathology_colon_epithelial+cells.png,7
train,Part_2_1618_pathology_colon_connective+tissue+cells.png,9
train,Part_2_1618_pathology_colon_epithelial+cells.png,4
train,Part_2_1619_pathology_colon_connective+tissue+cells.png,10
train,Part_2_1619_pathology_colon_epithelial+cells.png,5
train,Part_2_1620_pathology_colon_connective+tissue+cells.png,2
test,Part_2_1621_pathology_colon_connective+tissue+cells.png,3
train,Part_2_1622_pathology_colon_neoplastic+cells.png,2
train,Part_2_1623_pathology_colon_neoplastic+cells.png,9
train,Part_2_1623_pathology_colon_connective+tissue+cells.png,8
train,Part_2_1624_pathology_colon_epithelial+cells.png,1
test,Part_2_1625_pathology_colon_inflammatory+cells.png,6
test,Part_2_1625_pathology_colon_connective+tissue+cells.png,1
test,Part_2_1625_pathology_colon_epithelial+cells.png,6
train,Part_2_1626_pathology_colon_inflammatory+cells.png,11
train,Part_2_1626_pathology_colon_connective+tissue+cells.png,5
train,Part_2_1626_pathology_colon_epithelial+cells.png,1
train,Part_2_1627_pathology_colon_inflammatory+cells.png,2
train,Part_2_1627_pathology_colon_connective+tissue+cells.png,3
train,Part_2_1627_pathology_colon_epithelial+cells.png,13
train,Part_2_1628_pathology_colon_inflammatory+cells.png,8
train,Part_2_1628_pathology_colon_connective+tissue+cells.png,6
train,Part_2_1628_pathology_colon_epithelial+cells.png,2
train,Part_2_1629_pathology_colon_inflammatory+cells.png,3
train,Part_2_1629_pathology_colon_connective+tissue+cells.png,11
train,Part_2_1629_pathology_colon_epithelial+cells.png,6
train,Part_2_1630_pathology_colon_inflammatory+cells.png,4
train,Part_2_1630_pathology_colon_connective+tissue+cells.png,10
train,Part_2_1630_pathology_colon_epithelial+cells.png,10
train,Part_2_1631_pathology_colon_epithelial+cells.png,6
train,Part_2_1632_pathology_colon_inflammatory+cells.png,9
train,Part_2_1632_pathology_colon_connective+tissue+cells.png,9
train,Part_2_1632_pathology_colon_epithelial+cells.png,3
train,Part_2_1633_pathology_colon_inflammatory+cells.png,1
train,Part_2_1633_pathology_colon_connective+tissue+cells.png,2
train,Part_2_1633_pathology_colon_epithelial+cells.png,15
train,Part_2_1634_pathology_colon_connective+tissue+cells.png,1
train,Part_2_1634_pathology_colon_epithelial+cells.png,14
train,Part_2_1635_pathology_colon_connective+tissue+cells.png,1
train,Part_2_1635_pathology_colon_epithelial+cells.png,27
train,Part_2_1636_pathology_colon_inflammatory+cells.png,1
train,Part_2_1636_pathology_colon_connective+tissue+cells.png,2
train,Part_2_1636_pathology_colon_epithelial+cells.png,16
train,Part_2_1637_pathology_colon_inflammatory+cells.png,7
train,Part_2_1637_pathology_colon_connective+tissue+cells.png,16
train,Part_2_1637_pathology_colon_epithelial+cells.png,4
train,Part_2_1638_pathology_colon_inflammatory+cells.png,1
train,Part_2_1638_pathology_colon_epithelial+cells.png,13
train,Part_2_1639_pathology_colon_connective+tissue+cells.png,1
train,Part_2_1639_pathology_colon_epithelial+cells.png,21
test,Part_2_1640_pathology_colon_inflammatory+cells.png,2
test,Part_2_1640_pathology_colon_connective+tissue+cells.png,6
test,Part_2_1640_pathology_colon_epithelial+cells.png,5
train,Part_2_1641_pathology_colon_inflammatory+cells.png,1
train,Part_2_1641_pathology_colon_connective+tissue+cells.png,5
train,Part_2_1641_pathology_colon_epithelial+cells.png,7
train,Part_2_1642_pathology_colon_connective+tissue+cells.png,9
train,Part_2_1643_pathology_colon_connective+tissue+cells.png,8
train,Part_2_1644_pathology_colon_epithelial+cells.png,33
train,Part_2_1645_pathology_colon_inflammatory+cells.png,6
train,Part_2_1645_pathology_colon_connective+tissue+cells.png,19
train,Part_2_1645_pathology_colon_epithelial+cells.png,17
train,Part_2_1646_pathology_colon_inflammatory+cells.png,2
train,Part_2_1646_pathology_colon_connective+tissue+cells.png,3
train,Part_2_1646_pathology_colon_epithelial+cells.png,14
train,Part_2_1647_pathology_colon_inflammatory+cells.png,1
train,Part_2_1647_pathology_colon_connective+tissue+cells.png,8
train,Part_2_1647_pathology_colon_epithelial+cells.png,12
train,Part_2_1648_pathology_colon_inflammatory+cells.png,6
train,Part_2_1648_pathology_colon_connective+tissue+cells.png,22
train,Part_2_1648_pathology_colon_epithelial+cells.png,1
train,Part_2_1649_pathology_colon_epithelial+cells.png,13
test,Part_2_1650_pathology_colon_epithelial+cells.png,4
train,Part_2_1652_pathology_colon_epithelial+cells.png,13
train,Part_2_1654_pathology_colon_inflammatory+cells.png,1
train,Part_2_1654_pathology_colon_connective+tissue+cells.png,4
train,Part_2_1654_pathology_colon_epithelial+cells.png,17
train,Part_2_1655_pathology_colon_inflammatory+cells.png,3
train,Part_2_1655_pathology_colon_connective+tissue+cells.png,24
train,Part_2_1655_pathology_colon_epithelial+cells.png,3
train,Part_2_1656_pathology_colon_inflammatory+cells.png,10
train,Part_2_1656_pathology_colon_connective+tissue+cells.png,25
train,Part_2_1658_pathology_colon_epithelial+cells.png,3
train,Part_2_1659_pathology_colon_neoplastic+cells.png,1
train,Part_2_1659_pathology_colon_inflammatory+cells.png,2
train,Part_2_1659_pathology_colon_connective+tissue+cells.png,6
train,Part_2_1659_pathology_colon_epithelial+cells.png,21
test,Part_2_1663_pathology_colon_inflammatory+cells.png,1
test,Part_2_1663_pathology_colon_connective+tissue+cells.png,3
test,Part_2_1663_pathology_colon_epithelial+cells.png,11
train,Part_2_1664_pathology_colon_inflammatory+cells.png,7
train,Part_2_1664_pathology_colon_connective+tissue+cells.png,4
train,Part_2_1664_pathology_colon_epithelial+cells.png,9
test,Part_2_1666_pathology_colon_inflammatory+cells.png,12
test,Part_2_1666_pathology_colon_connective+tissue+cells.png,3
test,Part_2_1666_pathology_colon_epithelial+cells.png,4
test,Part_2_1667_pathology_colon_inflammatory+cells.png,8
test,Part_2_1667_pathology_colon_epithelial+cells.png,17
train,Part_2_1668_pathology_colon_inflammatory+cells.png,6
train,Part_2_1668_pathology_colon_connective+tissue+cells.png,3
train,Part_2_1668_pathology_colon_epithelial+cells.png,11
test,Part_2_1669_pathology_colon_epithelial+cells.png,16
train,Part_2_1670_pathology_colon_inflammatory+cells.png,6
train,Part_2_1670_pathology_colon_connective+tissue+cells.png,2
train,Part_2_1670_pathology_colon_epithelial+cells.png,11
test,Part_2_1671_pathology_colon_inflammatory+cells.png,9
test,Part_2_1671_pathology_colon_connective+tissue+cells.png,4
test,Part_2_1671_pathology_colon_epithelial+cells.png,17
train,Part_2_1672_pathology_colon_epithelial+cells.png,7
train,Part_2_1673_pathology_colon_inflammatory+cells.png,16
train,Part_2_1673_pathology_colon_connective+tissue+cells.png,5
train,Part_2_1673_pathology_colon_epithelial+cells.png,6
train,Part_2_1674_pathology_colon_epithelial+cells.png,14
train,Part_2_1675_pathology_colon_inflammatory+cells.png,7
train,Part_2_1675_pathology_colon_connective+tissue+cells.png,5
train,Part_2_1675_pathology_colon_epithelial+cells.png,11
train,Part_2_1676_pathology_colon_inflammatory+cells.png,10
train,Part_2_1676_pathology_colon_connective+tissue+cells.png,1
train,Part_2_1676_pathology_colon_epithelial+cells.png,9
test,Part_2_1677_pathology_colon_inflammatory+cells.png,6
test,Part_2_1677_pathology_colon_epithelial+cells.png,11
train,Part_2_1678_pathology_colon_epithelial+cells.png,2
test,Part_2_1679_pathology_colon_epithelial+cells.png,9
train,Part_2_1680_pathology_colon_inflammatory+cells.png,8
train,Part_2_1680_pathology_colon_connective+tissue+cells.png,2
train,Part_2_1680_pathology_colon_epithelial+cells.png,9
train,Part_2_1681_pathology_colon_inflammatory+cells.png,7
train,Part_2_1681_pathology_colon_connective+tissue+cells.png,6
train,Part_2_1681_pathology_colon_epithelial+cells.png,3
train,Part_2_1682_pathology_colon_inflammatory+cells.png,16
train,Part_2_1682_pathology_colon_connective+tissue+cells.png,3
train,Part_2_1682_pathology_colon_epithelial+cells.png,13
train,Part_2_1683_pathology_colon_inflammatory+cells.png,4
train,Part_2_1683_pathology_colon_connective+tissue+cells.png,6
train,Part_2_1683_pathology_colon_epithelial+cells.png,4
train,Part_2_1703_pathology_colon_inflammatory+cells.png,20
train,Part_2_1703_pathology_colon_connective+tissue+cells.png,1
train,Part_2_1703_pathology_colon_epithelial+cells.png,9
train,Part_2_1704_pathology_colon_inflammatory+cells.png,30
train,Part_2_1704_pathology_colon_epithelial+cells.png,2
test,Part_2_1705_pathology_colon_inflammatory+cells.png,29
test,Part_2_1705_pathology_colon_epithelial+cells.png,1
test,Part_2_1706_pathology_colon_inflammatory+cells.png,10
test,Part_2_1706_pathology_colon_connective+tissue+cells.png,1
test,Part_2_1706_pathology_colon_epithelial+cells.png,11
train,Part_2_1707_pathology_colon_inflammatory+cells.png,1
train,Part_2_1707_pathology_colon_epithelial+cells.png,7
test,Part_2_1708_pathology_colon_inflammatory+cells.png,1
test,Part_2_1708_pathology_colon_epithelial+cells.png,19
train,Part_2_1709_pathology_colon_epithelial+cells.png,10
test,Part_2_1710_pathology_colon_inflammatory+cells.png,1
test,Part_2_1710_pathology_colon_epithelial+cells.png,23
train,Part_2_1711_pathology_colon_inflammatory+cells.png,25
train,Part_2_1711_pathology_colon_epithelial+cells.png,16
test,Part_2_1712_pathology_colon_inflammatory+cells.png,3
test,Part_2_1712_pathology_colon_epithelial+cells.png,25
train,Part_2_1713_pathology_colon_inflammatory+cells.png,9
train,Part_2_1713_pathology_colon_connective+tissue+cells.png,1
train,Part_2_1713_pathology_colon_epithelial+cells.png,14
test,Part_2_1714_pathology_colon_inflammatory+cells.png,18
test,Part_2_1714_pathology_colon_epithelial+cells.png,12
